Date,Open,High,Low,Close,Volume,OpenInt
2010-10-27,27.99,27.99,27.99,27.99,116,0
2010-10-28,27.893,27.893,27.893,27.893,206,0
2010-10-29,27.98,27.98,27.98,27.98,309,0
2010-11-01,28.039,28.039,28.039,28.039,458,0
2010-11-02,28.135,28.135,28.135,28.135,206,0
2010-11-03,28.203,28.221,28.203,28.221,395,0
2010-11-04,28.588,28.588,28.548,28.568,3273,0
2010-11-05,28.54,28.54,28.308,28.338,521,0
2010-11-08,27.115,28.318,27.115,28.318,2374,0
2010-11-09,28.249,28.406,28.164,28.164,1238,0
2010-11-10,28.145,28.145,28.145,28.145,101,0
2010-11-11,28.039,28.106,28.039,28.106,316,0
2010-11-12,28.125,28.125,26.196,27.815,5584,0
2010-11-15,28.308,28.308,27.903,27.903,513,0
2010-11-17,27.388,27.514,27.321,27.456,3353,0
2010-11-18,27.659,27.659,27.659,27.659,101,0
2010-11-22,27.951,28.096,27.815,28.096,1546,0
2010-11-23,27.416,27.416,27.416,27.416,1032,0
2010-11-24,27.776,27.776,27.776,27.776,824,0
2010-11-26,27.756,27.864,27.718,27.864,2944,0
2010-11-29,27.718,27.718,27.514,27.514,983,0
2010-11-30,27.514,27.514,27.436,27.436,1856,0
2010-12-01,27.698,27.903,27.698,27.903,1683,0
2010-12-02,27.903,28.348,27.903,28.308,26077,0
2010-12-03,28.268,28.358,28.268,28.318,4593,0
2010-12-06,28.135,28.378,28.135,28.378,2253,0
2010-12-07,28.54,28.54,28.473,28.473,10730,0
2010-12-08,28.443,28.443,28.212,28.298,2238,0
2010-12-09,28.298,28.298,28.298,28.298,370,0
2010-12-10,28.338,28.453,28.338,28.443,2114,0
2010-12-13,28.54,28.736,28.54,28.628,6087,0
2010-12-14,28.898,28.898,28.598,28.736,7002,0
2010-12-15,28.736,28.783,28.493,28.502,8149,0
2010-12-16,28.548,28.648,28.423,28.648,1596,0
2010-12-17,28.648,28.648,28.618,28.638,824,0
2010-12-20,28.415,28.415,28.415,28.415,618,0
2010-12-21,28.628,28.678,28.558,28.648,10956,0
2010-12-22,28.648,28.648,28.558,28.618,5533,0
2010-12-23,28.678,28.773,28.522,28.648,3289,0
2010-12-27,28.608,28.688,28.532,28.688,977,0
2010-12-28,28.754,28.754,28.678,28.688,2374,0
2010-12-29,28.736,28.879,28.736,28.879,593,0
2010-12-30,28.928,28.928,28.745,28.823,9629,0
2010-12-31,28.823,28.997,28.726,28.928,17834,0
2011-01-03,29.065,29.141,28.968,29.141,1631,0
2011-01-04,29.376,29.426,28.997,29.094,22886,0
2011-01-05,28.928,28.988,28.888,28.918,14445,0
2011-01-06,28.908,28.938,28.833,28.918,13632,0
2011-01-07,28.833,28.833,28.763,28.763,1687,0
2011-01-10,28.568,28.745,28.473,28.745,34155,0
2011-01-11,28.851,28.958,28.813,28.918,5994,0
2011-01-13,28.988,28.997,28.988,28.997,1155,0
2011-01-14,29.015,29.035,28.968,29.035,1929,0
2011-01-18,29.287,29.366,29.268,29.278,1756,0
2011-01-19,29.085,29.085,29.035,29.035,842,0
2011-01-20,28.86,28.86,28.608,28.668,309,0
2011-01-21,28.928,28.928,28.928,28.928,206,0
2011-01-26,29.376,29.376,29.306,29.306,318,0
2011-01-27,29.132,29.278,29.132,29.278,352,0
2011-01-28,29.179,29.179,29.141,29.141,678,0
2011-01-31,28.928,28.948,28.928,28.928,695,0
2011-02-01,29.443,29.443,29.376,29.376,1441,0
2011-02-02,29.5,29.5,29.472,29.482,608,0
2011-02-03,29.366,29.537,29.278,29.537,824,0
2011-02-04,29.326,29.426,29.268,29.426,690,0
2011-02-07,29.366,29.472,29.366,29.472,679,0
2011-02-08,29.625,29.625,29.306,29.306,930,0
2011-02-09,29.376,29.376,29.278,29.278,824,0
2011-02-10,29.025,29.218,29.025,29.169,1032,0
2011-02-11,29.346,29.346,29.346,29.346,101,0
2011-02-14,29.306,29.316,29.306,29.316,226,0
2011-02-15,29.434,29.453,29.278,29.278,2549,0
2011-02-17,29.376,29.714,29.376,29.665,2683,0
2011-02-18,29.78,29.859,29.78,29.859,1133,0
2011-02-22,29.753,29.753,29.179,29.179,14569,0
2011-02-23,29.326,29.326,29.035,29.094,3416,0
2011-02-24,29.045,29.045,29.045,29.045,513,0
2011-02-25,29.248,29.306,29.248,29.306,9604,0
2011-02-28,29.596,29.596,29.547,29.567,2151,0
2011-03-01,29.509,29.509,29.376,29.376,7736,0
2011-03-02,29.416,29.416,29.416,29.416,10318,0
2011-03-03,29.694,29.694,29.694,29.694,101,0
2011-03-04,29.625,29.665,29.625,29.665,929,0
2011-03-08,29.443,29.714,29.426,29.694,12252,0
2011-03-09,29.615,29.714,29.547,29.645,896,0
2011-03-10,29.297,29.297,29.075,29.075,257,0
2011-03-11,29.103,29.103,29.103,29.103,1032,0
2011-03-14,29.045,29.045,28.833,28.833,2063,0
2011-03-15,28.174,28.658,28.174,28.658,7942,0
2011-03-16,28.388,28.397,27.678,27.805,32520,0
2011-03-17,28.203,28.212,28.135,28.135,886,0
2011-03-18,28.298,28.298,28.298,28.298,206,0
2011-03-21,28.823,28.823,28.823,28.823,1032,0
2011-03-22,28.898,28.898,28.898,28.898,206,0
2011-03-23,29.025,29.035,29.025,29.035,513,0
2011-03-24,29.065,29.326,29.065,29.326,1080,0
2011-03-25,29.356,29.5,29.287,29.297,1934,0
2011-03-28,29.406,29.406,29.199,29.199,206,0
2011-03-29,29.16,29.16,29.16,29.16,411,0
2011-03-30,29.416,29.567,29.356,29.537,2849,0
2011-04-01,29.986,30.093,29.956,30.093,1650,0
2011-04-04,30.13,30.13,30.13,30.13,101,0
2011-04-05,30.13,30.13,30.13,30.13,196,0
2011-04-06,30.49,30.49,30.197,30.226,1341,0
2011-04-07,30.256,30.256,29.986,30.034,10935,0
2011-04-08,30.12,30.216,30.12,30.16,1018,0
2011-04-11,30.102,30.102,30.102,30.102,482,0
2011-04-13,29.956,29.996,29.956,29.996,530,0
2011-04-15,29.916,29.916,29.916,29.916,206,0
2011-04-18,29.326,29.326,29.326,29.326,201,0
2011-04-19,29.684,29.986,29.684,29.976,1288,0
2011-04-20,30.518,30.518,30.364,30.364,6911,0
2011-04-26,30.567,30.567,30.567,30.567,411,0
2011-04-27,30.452,30.715,30.452,30.715,5682,0
2011-04-28,30.782,30.792,30.773,30.792,1263,0
2011-04-29,30.974,31.014,30.974,31.014,414,0
2011-05-02,31.148,31.206,31.138,31.206,508,0
2011-05-03,30.935,31.265,30.646,30.646,628,0
2011-05-04,30.626,30.626,30.414,30.452,2394,0
2011-05-05,30.345,30.527,30.256,30.527,1620,0
2011-05-09,30.404,30.442,30.404,30.442,471,0
2011-05-11,30.335,30.335,30.14,30.14,1460,0
2011-05-12,30.16,30.46,30.16,30.46,618,0
2011-05-13,30.384,30.557,29.907,29.907,513,0
2011-05-16,30.286,30.286,30.286,30.286,186,0
2011-05-17,30.16,30.16,30.16,30.16,1406,0
2011-05-19,30.646,30.646,30.646,30.646,503,0
2011-05-20,30.374,30.374,30.374,30.374,166,0
2011-05-23,29.761,29.859,29.694,29.723,5697,0
2011-05-24,29.596,29.996,29.596,29.839,10479,0
2011-05-25,29.819,30.034,29.819,30.034,896,0
2011-05-26,29.867,30.12,29.867,30.102,818,0
2011-05-27,30.557,30.557,30.557,30.557,340,0
2011-05-31,30.705,30.782,30.705,30.782,770,0
2011-06-02,30.705,30.705,30.705,30.705,101,0
2011-06-06,30.695,30.695,30.577,30.685,792,0
2011-06-09,30.256,30.256,30.256,30.256,618,0
2011-06-10,29.946,29.946,29.877,29.877,3313,0
2011-06-15,29.519,29.519,29.519,29.519,309,0
2011-06-16,29.5,29.5,29.045,29.199,930,0
2011-06-17,29.179,29.179,29.085,29.085,618,0
2011-06-20,29.085,29.297,29.015,29.248,2755,0
2011-06-21,29.576,29.714,29.519,29.714,411,0
2011-06-22,29.645,29.665,29.645,29.665,540,0
2011-06-23,29.16,29.287,29.16,29.287,411,0
2011-06-24,29.268,29.406,29.268,29.406,513,0
2011-06-29,30.364,30.442,30.364,30.442,1238,0
2011-06-30,30.424,30.745,30.424,30.745,1545,0
2011-07-05,30.745,30.848,30.705,30.848,904,0
2011-07-06,30.745,30.838,30.745,30.782,6394,0
2011-07-07,30.935,30.935,30.896,30.896,1032,0
2011-07-08,30.735,30.763,30.735,30.763,618,0
2011-07-11,30.216,30.216,30.216,30.216,101,0
2011-07-12,29.976,29.976,29.976,29.976,121,0
2011-07-13,30.246,30.246,30.246,30.246,309,0
2011-07-14,30.325,30.325,29.743,29.887,2471,0
2011-07-18,29.529,29.645,29.376,29.376,2577,0
2011-07-19,29.366,29.859,29.366,29.859,2871,0
2011-07-20,29.996,30.12,29.996,30.093,2166,0
2011-07-21,30.179,30.315,30.179,30.266,1391,0
2011-07-22,30.384,30.537,30.384,30.537,824,0
2011-07-25,30.46,30.597,30.404,30.597,2268,0
2011-07-26,30.414,30.47,30.414,30.46,3619,0
2011-07-27,30.093,30.345,30.093,30.14,1597,0
2011-07-29,29.704,29.704,29.704,29.704,101,0
2011-08-02,29.547,29.547,29.297,29.297,746,0
2011-08-04,28.532,28.532,27.97,27.97,909,0
2011-08-05,27.678,27.678,27.582,27.582,7721,0
2011-08-08,26.408,26.866,24.789,26.136,10861,0
2011-08-09,26.923,27.388,26.757,27.388,411,0
2011-08-10,26.574,26.574,26.574,26.574,130,0
2011-08-11,27.194,27.494,27.175,27.494,503,0
2011-08-12,27.019,27.903,27.019,27.776,2186,0
2011-08-16,27.98,27.98,27.98,27.98,449,0
2011-08-17,28.288,28.288,28.078,28.115,1751,0
2011-08-22,27.135,27.824,26.535,26.535,1186,0
2011-08-24,27.533,27.533,27.252,27.252,262,0
2011-08-29,28.415,28.415,28.415,28.415,513,0
2011-08-30,28.125,28.493,28.078,28.368,2898,0
2011-08-31,28.648,28.851,28.608,28.851,1382,0
2011-09-01,28.745,28.793,28.745,28.793,206,0
2011-09-02,28.106,28.106,28.106,28.106,1133,0
2011-09-06,27.204,28.433,27.125,27.397,58652,0
2011-09-07,27.795,28.221,27.795,28.184,1032,0
2011-09-08,28.049,28.049,28.019,28.019,61599,0
2011-09-09,27.476,27.649,27.311,27.311,9047,0
2011-09-13,27.184,27.242,27.048,27.242,2080,0
2011-09-14,26.923,27.543,26.923,27.466,3547,0
2011-09-15,27.514,27.63,27.436,27.63,86953,0
2011-09-16,27.494,27.494,27.446,27.494,1815,0
2011-09-19,26.836,26.846,26.633,26.816,1701,0
2011-09-22,25.603,25.603,24.859,24.859,2336,0
2011-09-23,25.207,25.207,25.069,25.148,8282,0
2011-09-26,25.216,25.381,25.216,25.381,1401,0
2011-09-27,26.107,26.574,26.107,26.574,6558,0
2011-09-28,26.087,26.087,26.087,26.087,101,0
2011-09-30,25.226,25.226,24.994,24.994,5993,0
2011-10-04,23.936,23.946,23.867,23.946,3104,0
2011-10-05,25.109,25.109,25.109,25.109,101,0
2011-10-07,25.574,25.594,25.439,25.594,1806,0
2011-10-11,26.457,26.457,26.408,26.408,34248,0
2011-10-12,27.048,27.301,27.048,27.301,11727,0
2011-10-13,26.806,26.806,26.806,26.806,411,0
2011-10-14,27.262,27.262,27.262,27.262,206,0
2011-10-17,26.903,26.903,26.903,26.903,176,0
2011-10-20,26.379,26.379,26.379,26.379,186,0
2011-10-21,26.816,26.816,26.816,26.816,4228,0
2011-10-24,27.436,27.514,27.436,27.514,781,0
2011-10-25,27.252,27.252,27.252,27.252,118,0
2011-10-26,27.262,27.34,27.125,27.34,687,0
2011-10-27,28.288,28.716,28.258,28.716,67325,0
2011-10-28,28.851,28.851,28.716,28.851,309,0
2011-11-01,27.388,27.388,27.35,27.35,1940,0
2011-11-02,27.639,27.639,27.639,27.639,411,0
2011-11-03,27.99,28.059,27.99,28.059,542,0
2011-11-04,27.844,27.844,27.844,27.844,237,0
2011-11-07,27.756,27.756,27.756,27.756,160,0
2011-11-08,27.844,28.145,27.844,28.135,975,0
2011-11-11,27.903,27.903,27.649,27.649,638,0
2011-11-14,27.446,27.737,27.446,27.63,9909,0
2011-11-15,27.62,27.668,27.62,27.668,720,0
2011-11-18,26.876,26.913,26.767,26.913,1515,0
2011-11-21,26.067,26.283,26.067,26.186,2061,0
2011-11-22,26.603,26.623,26.283,26.302,738,0
2011-11-28,26.399,26.399,26.399,26.399,411,0
2011-12-01,27.824,27.824,27.824,27.824,206,0
2011-12-02,27.688,28.184,27.572,27.639,22918,0
2011-12-05,27.874,27.874,27.874,27.874,411,0
2011-12-06,27.639,27.639,27.639,27.639,101,0
2011-12-08,27.61,27.61,27.61,27.61,132,0
2011-12-09,27.34,27.728,27.252,27.728,11323,0
2011-12-12,27.242,27.552,26.923,27.105,1341,0
2011-12-16,26.447,26.447,26.215,26.389,16029,0
2011-12-19,26.273,26.389,26.196,26.389,1238,0
2011-12-20,26.777,26.806,26.737,26.806,1345,0
2011-12-21,26.806,26.923,26.65,26.923,16067,0
2011-12-22,27.085,27.115,27.019,27.048,5326,0
2011-12-23,27.175,27.223,27.175,27.223,3427,0
2011-12-27,27.165,27.184,27.105,27.175,5791,0
2011-12-29,27.038,27.175,26.999,27.038,9159,0
2011-12-30,27.155,27.281,27.067,27.252,5378,0
2012-01-03,28.087,28.087,27.766,27.766,1054,0
2012-01-04,27.708,27.854,27.708,27.776,423,0
2012-01-05,27.057,27.378,27.057,27.34,19515,0
2012-01-06,27.145,27.194,27.095,27.095,5929,0
2012-01-09,27.204,27.204,27.184,27.184,720,0
2012-01-10,27.533,27.533,27.175,27.533,309,0
2012-01-11,27.321,27.805,27.242,27.572,930,0
2012-01-12,27.291,27.388,27.291,27.388,720,0
2012-01-13,27.029,27.223,27.029,27.223,1515,0
2012-01-17,27.572,27.572,27.572,27.572,206,0
2012-01-18,27.874,27.874,27.874,27.874,411,0
2012-01-19,28.193,28.278,28.193,28.278,340,0
2012-01-20,28.203,28.203,28.203,28.203,411,0
2012-01-24,27.999,27.999,27.999,27.999,391,0
2012-01-26,28.558,28.558,28.298,28.493,33639,0
2012-01-30,27.824,28.009,27.824,28.009,471,0
2012-01-31,28.155,28.155,28.155,28.155,360,0
2012-02-01,28.813,28.823,28.773,28.773,16552,0
2012-02-02,28.888,28.888,28.888,28.888,142,0
2012-02-07,29.035,29.035,29.035,29.035,309,0
2012-02-08,28.968,29.113,28.851,28.888,10871,0
2012-02-10,28.879,28.879,28.823,28.823,340,0
2012-02-13,29.103,29.103,29.103,29.103,558,0
2012-02-15,29.189,29.248,29.189,29.248,930,0
2012-02-16,29.519,29.519,29.519,29.519,206,0
2012-02-17,29.472,29.472,29.406,29.406,732,0
2012-02-22,29.482,29.482,29.482,29.482,217,0
2012-02-27,29.462,29.519,29.462,29.519,774,0
2012-02-28,29.645,29.926,29.645,29.926,1162,0
2012-02-29,29.586,29.615,29.519,29.519,792,0
2012-03-01,29.733,29.743,29.733,29.743,740,0
2012-03-05,29.278,29.278,29.278,29.278,568,0
2012-03-06,28.493,28.493,28.493,28.493,124,0
2012-03-08,29.366,29.576,29.366,29.576,720,0
2012-03-09,29.491,29.509,29.434,29.462,1103,0
2012-03-12,29.416,29.416,29.386,29.386,421,0
2012-03-13,29.547,29.645,29.547,29.645,930,0
2012-03-16,29.996,29.996,29.897,29.897,1032,0
2012-03-20,29.819,29.819,29.819,29.819,513,0
2012-03-21,30.063,30.063,30.034,30.034,324,0
2012-03-27,30.51,30.51,30.374,30.414,6140,0
2012-03-28,30.226,30.226,30.054,30.054,437,0
2012-03-29,29.829,29.829,29.819,29.819,433,0
2012-03-30,30.073,30.073,30.006,30.006,1178,0
2012-04-03,30.47,30.47,30.442,30.442,1160,0
2012-04-10,28.948,28.997,28.948,28.997,930,0
2012-04-16,29.287,29.287,29.287,29.287,151,0
2012-04-17,29.694,29.733,29.694,29.733,339,0
2012-04-18,29.694,29.694,29.615,29.615,523,0
2012-04-23,29.015,29.15,28.918,28.958,2700,0
2012-04-24,29.132,29.132,29.132,29.132,206,0
2012-04-25,29.346,29.376,29.326,29.376,1751,0
2012-04-26,29.376,29.434,29.376,29.434,1136,0
2012-05-02,29.557,29.557,29.557,29.557,368,0
2012-05-03,29.248,29.278,29.248,29.278,660,0
2012-05-04,28.745,28.745,28.668,28.668,3640,0
2012-05-08,28.358,28.358,28.174,28.184,930,0
2012-05-09,27.99,28.078,27.99,28.078,400,0
2012-05-10,28.231,28.231,28.231,28.231,102,0
2012-05-11,28.164,28.174,28.164,28.174,309,0
2012-05-14,27.844,27.844,27.844,27.844,101,0
2012-05-15,27.834,27.834,27.834,27.834,124,0
2012-05-16,27.533,27.59,27.494,27.494,1238,0
2012-05-21,27.272,27.456,27.252,27.456,2577,0
2012-05-23,27.105,27.105,27.085,27.085,3608,0
2012-05-24,27.223,27.223,27.223,27.223,201,0
2012-05-30,27.204,27.204,27.204,27.204,101,0
2012-06-14,27.204,27.204,27.095,27.095,461,0
2012-06-15,27.272,27.272,27.252,27.252,1441,0
2012-06-19,28.049,28.049,28.019,28.019,309,0
2012-06-20,27.874,27.874,27.874,27.874,101,0
2012-06-26,26.933,26.933,26.806,26.923,1568,0
2012-06-27,27.029,27.085,27.029,27.085,312,0
2012-06-28,26.816,26.876,26.816,26.876,206,0
2012-06-29,27.62,27.62,27.62,27.62,309,0
2012-07-05,27.912,27.99,27.912,27.97,1313,0
2012-07-06,27.698,27.698,27.639,27.639,558,0
2012-07-10,27.63,27.63,27.63,27.63,126,0
2012-07-12,27.038,27.038,27.038,27.038,168,0
2012-07-16,26.96,26.96,26.951,26.951,513,0
2012-07-17,27.009,27.125,27.009,27.125,449,0
2012-07-18,27.331,27.331,27.331,27.331,1133,0
2012-07-20,27.115,27.115,27.115,27.115,122,0
2012-07-23,26.399,26.399,26.399,26.399,154,0
2012-07-25,26.846,26.846,26.846,26.846,101,0
2012-07-26,27.504,27.504,27.504,27.504,152,0
2012-07-27,27.874,27.99,27.786,27.99,950,0
2012-07-30,27.922,27.922,27.922,27.922,112,0
2012-08-01,28.087,28.087,27.903,27.903,291,0
2012-08-02,27.301,27.301,27.301,27.301,14120,0
2012-08-03,28.087,28.087,28.087,28.087,411,0
2012-08-07,28.415,28.415,28.415,28.415,411,0
2012-08-09,28.842,28.842,28.483,28.483,283,0
2012-08-15,28.212,28.249,28.212,28.249,233,0
2012-08-23,28.174,28.174,28.174,28.174,528,0
2012-08-27,28.308,28.308,28.308,28.308,101,0
2012-08-28,28.358,28.358,28.358,28.358,101,0
2012-08-30,27.99,28.049,27.99,28.049,206,0
2012-09-04,28.358,28.358,28.096,28.096,618,0
2012-09-06,28.648,28.648,28.648,28.648,101,0
2012-09-11,28.754,28.793,28.754,28.793,387,0
2012-09-12,28.833,28.833,28.783,28.813,3248,0
2012-09-14,29.529,29.529,29.529,29.529,512,0
2012-09-18,29.045,29.045,29.045,29.045,101,0
2012-09-19,28.997,29.356,28.997,29.306,2606,0
2012-09-20,29.094,29.228,29.075,29.228,4107,0
2012-09-21,29.386,29.386,29.376,29.376,1341,0
2012-09-25,29.426,29.426,28.638,28.638,542,0
2012-09-27,28.706,29.141,28.706,29.141,1524,0
2012-10-01,29.238,29.396,29.238,29.336,1650,0
2012-10-02,29.132,29.132,28.803,28.803,206,0
2012-10-03,28.726,28.726,28.726,28.726,201,0
2012-10-09,28.678,28.688,28.668,28.688,317,0
2012-10-19,29.035,29.035,29.035,29.035,206,0
2012-10-24,28.803,28.803,28.803,28.803,177,0
2012-10-25,28.638,30.054,28.638,28.842,4748,0
2012-10-26,28.958,28.958,28.908,28.938,3527,0
2012-10-31,28.938,28.938,28.938,28.938,824,0
2012-11-01,28.948,29.278,28.948,29.278,1067,0
2012-11-07,29.085,29.085,28.833,28.833,4048,0
2012-11-09,28.502,28.502,28.502,28.502,206,0
2012-11-12,28.608,28.688,28.578,28.688,992,0
2012-11-14,28.453,28.453,28.453,28.453,2063,0
2012-11-15,27.883,27.941,27.883,27.903,720,0
2012-11-19,28.415,28.502,28.348,28.453,1135,0
2012-11-20,28.568,28.568,28.558,28.558,647,0
2012-11-21,28.473,28.628,28.463,28.548,3610,0
2012-11-23,28.948,29.113,28.948,29.015,3507,0
2012-11-26,28.87,29.065,28.87,29.065,1256,0
2012-11-27,29.025,29.228,28.988,29.035,3094,0
2012-11-28,28.948,29.491,28.833,29.491,5218,0
2012-11-29,29.675,29.704,29.605,29.704,411,0
2012-11-30,29.509,29.557,29.509,29.537,411,0
2012-12-03,29.462,29.615,29.462,29.596,2139,0
2012-12-04,29.743,29.743,29.5,29.5,1133,0
2012-12-05,29.714,29.714,29.714,29.714,413,0
2012-12-06,29.809,29.809,29.665,29.665,786,0
2012-12-07,29.966,29.966,29.665,29.665,1032,0
2012-12-11,30.063,30.063,29.976,29.976,206,0
2012-12-12,30.006,30.044,30.006,30.044,1133,0
2012-12-14,29.897,29.996,29.897,29.907,1650,0
2012-12-17,29.916,29.966,29.877,29.877,618,0
2012-12-18,30.102,30.197,30.102,30.112,930,0
2012-12-19,30.236,30.266,30.236,30.266,206,0
2012-12-20,30.345,30.51,30.083,30.51,3807,0
2012-12-24,30.301,30.311,29.862,29.862,1708,0
2012-12-26,29.971,30.078,29.902,29.902,2678,0
2012-12-27,29.951,30.211,29.853,29.941,8134,0
2012-12-28,30.001,30.068,30.001,30.068,308,0
2012-12-31,30.107,30.107,29.853,29.853,512,0
2013-01-02,30.741,30.741,30.593,30.593,1501,0
2013-01-03,30.622,30.815,30.523,30.731,3419,0
2013-01-04,30.583,30.789,30.583,30.642,2678,0
2013-01-07,30.815,30.883,30.815,30.883,554,0
2013-01-08,30.533,30.721,30.533,30.543,5662,0
2013-01-09,30.922,30.922,30.583,30.75,15919,0
2013-01-10,31.204,31.204,30.932,30.981,1423,0
2013-01-11,31.371,31.371,31.371,31.371,118,0
2013-01-14,31.078,31.39,31.078,31.39,817,0
2013-01-15,31.155,32.468,30.853,31.242,6916,0
2013-01-16,31.175,31.271,31.175,31.271,1647,0
2013-01-17,31.553,31.661,31.351,31.661,1957,0
2013-01-18,31.495,31.495,31.495,31.495,791,0
2013-01-22,31.331,31.592,31.331,31.592,1873,0
2013-01-23,31.798,31.798,31.798,31.798,101,0
2013-01-24,31.788,31.884,31.495,31.495,1439,0
2013-01-25,32.312,32.312,32.1,32.1,410,0
2013-01-28,31.759,32.031,31.621,31.808,4150,0
2013-01-30,31.855,31.855,31.855,31.855,928,0
2013-01-31,32.031,32.031,32.031,32.031,308,0
2013-02-01,32.535,32.535,32.535,32.535,163,0
2013-02-04,32.37,32.759,32.165,32.165,5201,0
2013-02-05,32.544,32.544,32.544,32.544,101,0
2013-02-06,32.439,32.439,32.439,32.439,101,0
2013-02-11,32.203,32.203,32.203,32.203,206,0
2013-02-12,32.449,32.449,32.439,32.449,1131,0
2013-02-13,32.458,32.458,32.449,32.449,243,0
2013-02-14,32.36,32.36,32.35,32.36,2558,0
2013-02-19,32.505,32.505,32.439,32.439,3191,0
2013-02-20,32.623,32.623,32.252,32.252,1416,0
2013-02-21,32.05,32.05,32.05,32.05,101,0
2013-02-25,32.146,32.146,32.146,32.146,101,0
2013-02-26,31.371,31.371,31.371,31.371,1030,0
2013-02-28,31.798,31.798,31.798,31.798,206,0
2013-03-01,32.272,32.272,32.272,32.272,308,0
2013-03-05,32.35,32.35,32.35,32.35,247,0
2013-03-06,32.33,32.33,32.272,32.272,257,0
2013-03-07,32.449,32.449,32.022,32.174,1489,0
2013-03-08,32.06,32.292,32.06,32.292,1267,0
2013-03-11,32.37,32.4,32.012,32.11,1781,0
2013-03-12,32.41,32.41,32.41,32.41,101,0
2013-03-13,32.38,32.38,32.38,32.38,101,0
2013-03-14,32.127,32.127,32.127,32.127,101,0
2013-03-19,31.954,31.954,31.954,31.954,237,0
2013-03-22,32.015,32.015,31.946,31.946,529,0
2013-03-25,31.614,31.614,31.614,31.614,452,0
2013-03-26,31.771,31.781,31.712,31.712,4462,0
