Date,Open,High,Low,Close,Volume,OpenInt
1999-07-22,52.481,52.481,51.001,51.147,33879014,0
1999-07-23,51.533,51.746,50.69,51.223,27095234,0
1999-07-26,50.528,51.087,49.885,49.968,23973671,0
1999-07-27,50.968,51.751,50.534,50.968,30715846,0
1999-07-28,51.582,52.253,50.92,51.967,22727956,0
1999-07-29,51.004,51.423,50.358,50.865,29147742,0
1999-07-30,51.084,51.643,50.534,50.611,24483800,0
1999-08-02,50.692,51.698,50.278,50.469,21564422,0
1999-08-03,51.159,51.168,49.407,50.14,29086524,0
1999-08-04,50.144,50.517,49.196,49.234,29582458,0
1999-08-05,49.238,50.015,48.067,50.015,41810754,0
1999-08-06,49.658,50.58,49.126,49.48,27714700,0
1999-08-09,49.657,49.796,48.745,48.841,17855033,0
1999-08-10,48.713,49.066,47.341,48.407,37496448,0
1999-08-11,49.264,50.073,48.521,49.988,29303996,0
1999-08-12,50.188,50.521,49.294,49.406,28438831,0
1999-08-13,50.444,51.619,50.357,51.561,32074889,0
1999-08-16,51.531,52.141,51.195,51.967,25655231,0
1999-08-17,52.426,52.482,51.283,52.23,25513928,0
1999-08-18,51.982,52.625,51.45,51.646,15733132,0
1999-08-19,51.168,51.532,50.698,51.026,22718444,0
1999-08-20,51.079,51.836,50.797,51.836,15479782,0
1999-08-23,52.314,53.485,52.192,53.485,21587285,0
1999-08-24,53.097,54.436,52.993,53.852,31068503,0
1999-08-25,54.19,55.224,53.6,54.999,25386874,0
1999-08-26,54.992,55.191,53.996,54.077,21813632,0
1999-08-27,54.482,54.487,53.4,53.542,21550800,0
1999-08-30,53.765,53.933,52.648,52.788,22682160,0
1999-08-31,53.149,53.705,51.976,53.37,32633095,0
1999-09-01,53.707,54.213,53.372,53.756,24047290,0
1999-09-02,52.761,53.851,52.648,53.57,32616310,0
1999-09-03,55.107,56.05,54.91,56.028,31749085,0
1999-09-07,55.921,56.481,55.7,55.783,20147347,0
1999-09-08,55.439,55.998,54.572,55.019,31991833,0
1999-09-09,55.046,55.94,54.77,55.8,28355707,0
1999-09-10,56.564,57,55.919,56.452,22925646,0
1999-09-13,56.394,56.509,55.474,55.773,16193158,0
1999-09-14,55.552,56.469,55.439,56.075,22417132,0
1999-09-15,56.779,56.779,54.942,54.999,35996042,0
1999-09-16,54.971,55.474,53.832,54.971,34375597,0
1999-09-17,55.467,56.722,55.382,56.613,32445578,0
1999-09-20,56.788,57.012,56.368,56.752,13836780,0
1999-09-21,56.254,56.365,55.23,55.386,27431801,0
1999-09-22,55.466,56.259,54.795,55.971,27828454,0
1999-09-23,56.56,56.67,53.326,53.652,44208125,0
1999-09-24,53.32,53.936,52.426,53.728,52714081,0
1999-09-27,54.493,54.888,53.937,54.106,28197855,0
1999-09-28,53.827,54.546,52.673,54.352,46122913,0
1999-09-29,54.35,54.744,53.258,53.258,34795842,0
1999-09-30,53.769,54.383,53.1,53.822,39370064,0
1999-10-01,53.096,53.842,52.535,53.842,43852883,0
1999-10-04,54.126,55.244,53.817,55.048,27810341,0
1999-10-05,55.247,56.116,54.269,55.443,43671004,0
1999-10-06,55.782,56.64,54.936,56.555,42711196,0
1999-10-07,56.871,57.143,56.002,56.423,49233133,0
1999-10-08,56.199,57.173,55.442,57.016,50373863,0
1999-10-11,57.173,57.849,57.034,57.818,29110478,0
1999-10-12,57.621,58.081,56.332,56.501,45142659,0
1999-10-13,55.869,56.54,54.607,54.83,50475103,0
1999-10-14,55.022,55.555,54.127,55.171,49495298,0
1999-10-15,53.763,54.545,53.214,53.542,75381054,0
1999-10-18,53.595,53.792,51.341,52.862,55276470,0
1999-10-19,53.445,53.712,52.26,53.156,59614170,0
1999-10-20,53.967,55.214,53.433,54.774,50289438,0
1999-10-21,53.883,55.67,53.489,55.67,50218108,0
1999-10-22,55.992,56.56,55.218,55.415,37103333,0
1999-10-25,55.163,56.052,54.938,55.443,30987752,0
1999-10-26,56.12,56.427,54.888,54.999,30285339,0
1999-10-27,54.862,55.113,54.057,54.915,34048539,0
1999-10-28,55.777,57.005,55.271,56.809,31544485,0
1999-10-29,58.125,59.245,57.933,58.797,42493348,0
1999-11-01,58.794,59.493,58.41,58.486,21654148,0
1999-11-02,58.796,59.526,58.302,58.524,28705157,0
1999-11-03,59.357,60.027,59.192,59.692,41939509,0
1999-11-04,60.523,60.642,59.716,60.361,44839305,0
1999-11-05,61.597,61.905,60.98,60.98,33846347,0
1999-11-08,61.204,62.422,61.003,62.207,24357631,0
1999-11-09,62.704,62.816,61.254,61.783,32721965,0
1999-11-10,61.812,63.124,61.534,62.594,37040831,0
1999-11-11,63.271,63.801,62.709,63.717,41378604,0
1999-11-12,64.048,64.607,62.036,64.556,64070564,0
1999-11-15,64.605,64.829,64.104,64.421,24400647,0
1999-11-17,66.059,66.344,64.831,65.165,48497344,0
1999-11-18,65.613,67.163,65.224,67.163,39674309,0
1999-11-19,66.872,67.877,66.624,67.765,40121601,0
1999-11-22,67.906,69.301,66.727,66.727,42142013,0
1999-11-23,68.354,68.41,66.396,67.038,53783501,0
1999-11-24,67.243,69.524,66.542,69.256,41636391,0
1999-11-26,70.11,70.446,69.191,69.471,17993870,0
1999-11-29,69.329,69.917,68.241,68.321,45817352,0
1999-11-30,68.475,68.586,65.732,65.732,53007428,0
1999-12-01,66.455,67.489,65.952,67.154,51899797,0
1999-12-02,67.405,69.417,67.366,69.283,38532648,0
1999-12-03,70.924,71.706,70.557,70.752,47964237,0
1999-12-06,71.031,71.987,70.368,71.402,35824548,0
1999-12-07,71.627,71.904,70.501,71.402,52326509,0
1999-12-08,71.422,71.979,70.368,70.536,43751486,0
1999-12-09,71.534,71.929,69.076,70.866,63621479,0
1999-12-10,71.46,71.714,69.868,71.46,45685511,0
1999-12-13,71.218,72.738,70.901,72.431,36249782,0
1999-12-14,72.211,72.632,70.645,71.119,62085462,0
1999-12-15,70.313,72.495,69.7,72.495,71111433,0
1999-12-16,73.436,74.442,73.099,74.276,60880608,0
1999-12-17,75.562,75.897,74.603,74.918,53437921,0
1999-12-20,75.476,76.234,74.836,75.897,34425571,0
1999-12-21,76.126,79.986,75.693,79.986,58154953,0
1999-12-22,79.762,79.875,78.196,79.731,49901865,0
1999-12-23,80.366,81.155,79.591,80.684,39234730,0
1999-12-27,80.762,80.789,78.605,80.203,43125558,0
1999-12-28,80.264,80.932,79.203,79.702,34321120,0
1999-12-29,80.481,82.718,80.371,82.718,36930777,0
1999-12-30,83.722,83.835,81.822,81.822,48951194,0
1999-12-31,82.829,83.334,81.71,81.71,32350741,0
2000-01-03,86.02,86.02,81.155,84.733,81282898,0
2000-01-04,82.274,83.616,78.644,78.919,75560787,0
2000-01-05,78.245,80.146,75.337,76.905,95044858,0
2000-01-06,77.693,78.698,71.322,71.629,83047638,0
2000-01-07,74.171,80.483,73.777,80.483,62929486,0
2000-01-10,81.377,84.006,80.428,82.718,66370106,0
2000-01-11,82.05,83.054,77.8,78.695,72789977,0
2000-01-12,79.585,79.801,76.904,76.961,64972504,0
2000-01-13,79.138,81.82,77.868,81.596,56284783,0
2000-01-14,83.164,83.722,82.269,83.5,48976978,0
2000-01-18,82.334,84.458,81.774,83.951,37465049,0
2000-01-19,83.6,85.845,82.653,85.845,42508328,0
2000-01-20,85.405,86.635,84.073,85.015,58052187,0
2000-01-21,86.296,86.352,85.011,86.072,41818668,0
2000-01-24,87.137,87.3,81.35,81.935,63383508,0
2000-01-25,82.153,84.157,79.946,83.16,74426797,0
2000-01-26,83.394,83.451,79.592,79.817,51650832,0
2000-01-27,82.046,82.714,78.355,80.985,68751523,0
2000-01-28,80.481,80.901,75.787,76.905,78980319,0
2000-01-31,76.79,80.478,74.667,80.203,80550041,0
2000-02-01,80.066,82.721,79.092,82.361,59080531,0
2000-02-02,82.498,84.707,82.361,83.057,58525273,0
2000-02-03,84.343,86.409,82.523,86.299,68389943,0
2000-02-04,86.745,87.852,86.045,86.882,59579939,0
2000-02-07,86.97,88.2,86.076,88.089,39720783,0
2000-02-08,88.866,91.995,88.866,91.771,49202396,0
2000-02-09,91.271,91.389,88.307,88.531,60963363,0
2000-02-10,89.263,91.444,88.138,91.444,58910263,0
2000-02-11,91.271,91.271,87.635,89.313,55635856,0
2000-02-14,89.415,89.424,87.412,89.197,51026209,0
2000-02-15,88.483,89.988,85.742,89.85,68373153,0
2000-02-16,89.34,90.936,88.813,89.427,56607044,0
2000-02-17,90.492,92.335,89.094,91.328,67272185,0
2000-02-18,91.773,92.109,88.031,88.031,56518472,0
2000-02-22,88.529,89.369,86.069,88.305,83259344,0
2000-02-23,89.137,93.893,88.666,93.221,71952834,0
2000-02-24,93.787,95.512,91.213,95.237,109293299,0
2000-02-25,94.96,96.135,92.892,93.063,72948013,0
2000-02-28,92.335,94.517,89.876,93.005,85467594,0
2000-02-29,94.57,95.774,93.848,95.465,53626498,0
2000-03-01,95.912,97.088,95.24,96.248,54722211,0
2000-03-02,96.632,96.739,93.668,94.012,73224115,0
2000-03-03,96.572,99.372,95.681,99.312,71608296,0
2000-03-06,99.92,101.24,98.585,100.09,52041362,0
2000-03-07,101.79,101.84,97.251,98.585,88276125,0
2000-03-08,99.261,100.16,95.044,99.492,97314358,0
2000-03-09,99.462,103.28,97.566,102.83,67320416,0
2000-03-10,102.72,104.12,101.5,102.41,66539168,0
2000-03-13,98.377,102.08,97.963,99.71,83964106,0
2000-03-14,100.83,101.38,93.897,96.017,87462487,0
2000-03-15,95.238,95.685,91.104,91.998,114513159,0
2000-03-16,94.227,97.705,90.316,97.241,123644983,0
2000-03-17,96.572,99.312,96.516,99.081,70279801,0
2000-03-20,99.261,99.71,95.015,96.307,23670025,0
2000-03-21,94.895,100.09,92.607,99.92,37389819,0
2000-03-22,101.5,103.72,99.372,101.96,27251619,0
2000-03-23,102.4,105.3,101.55,103.75,21500452,0
2000-03-24,105.05,107.77,102.85,105.12,24671451,0
2000-03-27,105.53,106.87,104.73,105.3,13142118,0
2000-03-28,104.6,105.35,101.16,102.61,20504660,0
2000-03-29,103.16,103.22,98.377,98.377,30405184,0
2000-03-30,95.902,100.83,92.554,95.902,47334767,0
2000-03-31,96.701,98.926,93.004,97.933,35056080,0
2000-04-03,96.373,97.586,90.096,92.052,35282408,0
2000-04-04,92.662,92.948,78.971,91.158,74043650,0
2000-04-05,87.188,92.946,86.069,89.53,42083071,0
2000-04-06,91.541,92.883,89.197,91.658,34107499,0
2000-04-07,93.108,96.007,91.766,95.342,23087631,0
2000-04-10,96.238,96.297,88.75,89.53,30180736,0
2000-04-11,86.844,90.762,85.003,87.411,38578095,0
2000-04-12,87.299,88.312,80.709,82.274,38940704,0
2000-04-13,82.995,85.849,78.695,78.695,51808734,0
2000-04-14,76.962,79.145,69.755,71.874,68044339,0
2000-04-17,69.773,80.484,69.755,80.145,61947287,0
2000-04-18,80.02,83.169,78.135,82.274,40547001,0
2000-04-19,82.72,83.72,79.642,79.759,31402877,0
2000-04-20,80.816,81.352,76.961,78.028,23768371,0
2000-04-24,74.612,76.233,71.42,75.784,34881195,0
2000-04-25,77.35,80.925,76.903,80.898,32054099,0
2000-04-26,81.038,82.645,77.905,78.13,28726440,0
2000-04-27,75.114,82.697,73.549,81.596,41388945,0
2000-04-28,83.669,84.733,82.383,84.733,27763286,0
2000-05-01,85.621,86.624,84.282,85.506,25950438,0
2000-05-02,84.836,85.507,80.259,80.588,22709771,0
2000-05-03,80.033,80.703,76.474,79.692,29734825,0
2000-05-04,79.585,81.149,78.352,79.864,19850396,0
2000-05-05,78.798,82.544,78.717,81.767,23004983,0
2000-05-08,80.933,81.156,78.476,78.58,15546294,0
2000-05-09,79.141,79.693,75.392,76.905,22170482,0
2000-05-10,75.449,75.995,71.095,71.319,38967471,0
2000-05-11,74,76.236,72.317,75.67,27632012,0
2000-05-12,76.341,78.299,75.117,75.67,19940919,0
2000-05-15,75.838,79.246,73.88,78.968,20074367,0
2000-05-16,80.484,81.827,78.751,81.211,26567256,0
2000-05-17,79.811,80.927,78.471,79.534,22744987,0
2000-05-18,79.584,79.908,76.338,76.678,21318178,0
2000-05-19,74.895,76.011,72.712,73.051,31510161,0
2000-05-22,72.986,73.549,67.586,72.986,49070833,0
2000-05-23,72.765,73.884,66.398,66.901,35670251,0
2000-05-24,67.066,71.423,64.609,71.092,55327455,0
2000-05-25,71.765,73.553,68.411,69.529,33136835,0
2000-05-26,69.529,70.87,67.74,69.529,20355770,0
2000-05-30,71.535,76.849,71.535,76.51,35327441,0
2000-05-31,75.542,77.507,74.003,74.335,33183400,0
2000-06-01,76.181,79.023,75.116,78.13,32422547,0
2000-06-02,82.823,84.003,73.771,83.716,35424595,0
2000-06-05,82.494,85.229,82.151,83.933,26597315,0
2000-06-06,83.333,84.95,81.258,81.596,25945256,0
2000-06-07,81.877,84.059,80.088,83.782,25188015,0
2000-06-08,84.612,84.835,81.928,83.387,21598323,0
2000-06-09,84.732,84.732,83.168,83.839,19026004,0
2000-06-12,84.336,84.336,80.481,81.152,18433960,0
2000-06-13,80.927,84.613,79.91,84.283,28166976,0
2000-06-14,84.838,84.838,81.824,82.38,22671995,0
2000-06-15,82.156,83.946,81.265,83.839,21031191,0
2000-06-16,84.727,85.229,83.218,84.283,23711211,0
2000-06-19,84.077,87.86,82.887,87.635,22412866,0
2000-06-20,87.86,89.148,86.91,87.295,23470351,0
2000-06-21,86.576,89.176,86.468,88.417,23349038,0
2000-06-22,88.19,88.531,84.505,85.177,24072530,0
2000-06-23,84.953,85.399,81.707,81.822,27831641,0
2000-06-26,83.217,84.432,82.266,84.055,24791991,0
2000-06-27,83.853,85.005,82.6,83.047,16534825,0
2000-06-28,83.144,85.396,82.714,84.055,21538388,0
2000-06-29,83.108,83.492,81.036,81.945,23882364,0
2000-06-30,82.1,84.012,81.653,83.558,16945541,0
2000-07-03,83.611,85.177,83.388,85.177,5828392,0
2000-07-05,83.72,84.034,81.264,81.879,18438522,0
2000-07-06,81.873,84.725,80.532,84.055,26386139,0
2000-07-07,84.958,86.748,84.457,85.798,18565726,0
2000-07-10,84.676,85.734,84.059,84.488,14156413,0
2000-07-11,84.11,85.62,82.991,84.951,16075077,0
2000-07-12,85.35,87.414,84.615,86.967,20410867,0
2000-07-13,87.586,89.204,86.852,88.089,21879531,0
2000-07-14,89.651,90.429,88.362,89.981,19255256,0
2000-07-17,90.264,91.266,89.308,90.99,14694500,0
2000-07-18,89.752,90.118,87.953,88.973,23131157,0
2000-07-19,87.913,88.48,85.544,86.967,24409596,0
2000-07-20,87.521,89.872,86.984,89.756,21829816,0
2000-07-21,88.028,88.994,86.742,86.742,16115935,0
2000-07-24,87.579,88.528,84.281,84.951,20777071,0
2000-07-25,85.513,86.748,83.896,85.627,21319215,0
2000-07-26,85.398,85.951,83.387,85.506,22721967,0
2000-07-27,84.004,85.004,81.875,82.15,29234017,0
2000-07-28,82.446,83.052,76.909,77.688,40798461,0
2000-07-31,78.358,80.593,76.659,79.986,30873416,0
2000-08-01,80.316,80.469,78.423,78.919,17613765,0
2000-08-02,78.581,80.836,77.357,77.527,26365036,0
2000-08-03,75.343,81.604,74.504,80.88,40114770,0
2000-08-04,82.269,82.958,79.693,80.588,24918917,0
2000-08-07,81.259,83.19,80.703,82.492,16889946,0
2000-08-08,82.327,84.286,81.825,84.168,16585947,0
2000-08-09,83.787,84.458,81.713,81.935,20854070,0
2000-08-10,82.105,82.481,80.037,80.315,17149201,0
2000-08-11,79.809,81.472,78.574,81.428,23540915,0
2000-08-14,81.704,83.16,80.658,83.16,14022935,0
2000-08-15,82.936,84.036,82.266,83.16,15757448,0
2000-08-16,83.563,84.679,82.273,84.008,17047613,0
2000-08-17,83.117,85.738,83.053,85.627,16205364,0
2000-08-18,85.794,86.401,84.676,85.177,16445971,0
2000-08-21,85.85,86.619,84.393,85.402,15163317,0
2000-08-22,85.85,87.066,85.198,85.402,16637259,0
2000-08-23,84.678,87.138,83.91,86.798,23926310,0
2000-08-24,87.134,88.249,85.899,88.136,15172561,0
2000-08-25,88.066,89.382,86.744,87.663,13155859,0
2000-08-28,87.864,89.286,87.586,88.089,13769766,0
2000-08-29,88.191,88.683,87.512,88.531,12482883,0
2000-08-30,87.915,88.981,87.434,88.417,11791934,0
2000-08-31,89.089,91.215,88.417,90.875,17431614,0
2000-09-01,92.112,92.575,90.492,91.771,15735372,0
2000-09-05,90.868,90.985,88.902,88.973,18282495,0
2000-09-06,88.751,88.957,85.397,85.845,23444780,0
2000-09-07,86.568,88.901,86.343,87.74,18641957,0
2000-09-08,87.434,87.638,84.75,85.063,26250480,0
2000-09-11,84.501,85.948,82.266,82.989,30487602,0
2000-09-12,83.614,84.679,81.237,81.71,27123721,0
2000-09-13,80.706,83.943,80.481,83.612,38124617,0
2000-09-14,85.173,85.79,82.84,83.16,32001028,0
2000-09-15,83.271,83.718,81.099,81.654,27950624,0
2000-09-18,82.099,83.161,78.69,80.363,32675287,0
2000-09-19,81.156,83.869,80.371,83.34,30827224,0
2000-09-20,83.494,85.157,81.653,84.612,37041313,0
2000-09-21,83.834,84.486,77.797,78.47,27992083,0
2000-09-22,78.356,83.391,78.248,83.114,37695669,0
2000-09-25,83.716,84.28,80.478,80.898,22993172,0
2000-09-26,81.174,82.721,79.52,79.986,29085750,0
2000-09-27,81.039,81.546,78.694,80.089,31851073,0
2000-09-28,79.339,83.167,79.339,81.879,32484629,0
2000-09-29,82.269,82.672,79.308,79.364,30415538,0
2000-10-02,80.703,80.703,76.904,77.575,27921685,0
2000-10-03,78.745,79.418,74.462,75.115,39957739,0
2000-10-04,74.67,77.675,73.436,76.567,42127005,0
2000-10-05,76.24,77.972,75.619,76.791,26214489,0
2000-10-06,76.51,77.405,72.654,74.221,40634285,0
2000-10-09,73.828,74.944,70.976,73.88,32245422,0
2000-10-10,73.156,74.498,69.633,70.027,39456344,0
2000-10-11,68.736,71.936,68.011,68.908,54197163,0
2000-10-12,70.866,71.142,66.54,67.173,59520433,0
2000-10-13,66.788,72.987,66.724,72.655,47426651,0
2000-10-16,72.539,73.601,71.314,73.326,30915598,0
2000-10-17,74.327,74.37,69.748,69.971,58266118,0
2000-10-18,68.634,72.608,66.678,69.755,71961835,0
2000-10-19,73.68,76.111,72.828,76.066,49514142,0
2000-10-20,75.561,78.572,75.46,77.179,45506993,0
2000-10-23,77.074,78.245,75.224,77.074,32417722,0
2000-10-24,77.301,77.8,73.661,73.776,35186558,0
2000-10-25,72.653,73.326,68.755,69.631,54389524,0
2000-10-26,69.918,71.536,65.833,71.422,78270308,0
2000-10-27,72.309,73.204,69.287,71.29,57082695,0
2000-10-30,69.921,71.424,67.694,68.65,39694152,0
2000-10-31,69.753,73.831,69.635,73.061,49050369,0
2000-11-01,71.813,74.049,70.812,72.431,50533013,0
2000-11-02,73.495,74.442,72.483,73.326,29740700,0
2000-11-03,74.105,75.063,73.006,74.276,33365503,0
2000-11-06,74.777,75.223,73.328,73.72,26263631,0
2000-11-07,72.829,73.75,71.767,73.438,27211297,0
2000-11-08,73.432,73.548,67.621,67.691,45110892,0
2000-11-09,66.841,68.8,65.277,67.681,72641797,0
2000-11-10,66.393,67.681,64.16,64.16,55061612,0
2000-11-13,63.447,66.343,61.05,64.263,83894152,0
2000-11-14,65.284,67.966,65.058,67.822,50128628,0
2000-11-15,67.571,69.808,66.891,69.19,42225817,0
2000-11-16,67.402,68.86,65.165,65.165,37906162,0
2000-11-17,65.448,67.239,63.49,65.129,55816189,0
2000-11-20,63.438,64.439,61.926,62.473,52404544,0
2000-11-21,62.771,63.603,61.208,62.378,47107868,0
2000-11-22,61.209,62.709,59.473,59.58,63315024,0
2000-11-24,61.139,63.149,60.959,62.989,22351976,0
2000-11-27,64.891,65.232,61.483,62.207,39602346,0
2000-11-28,61.645,62.54,58.398,58.524,54589210,0
2000-11-29,58.849,59.688,55.888,56.28,74019319,0
2000-11-30,55.22,57.455,54.102,56.319,83637521,0
2000-12-01,57.288,59.709,55.562,57.235,63864669,0
2000-12-04,57.341,58.451,55.222,58.127,54911234,0
2000-12-05,59.076,63.491,58.575,63.217,85580176,0
2000-12-06,63.127,64.657,60.589,60.814,70838516,0
2000-12-07,59.914,61.684,58.573,59.467,46387471,0
2000-12-08,63.576,65.733,60.475,60.814,73639314,0
2000-12-11,64.438,66.871,63.446,66.504,57960205,0
2000-12-12,65.728,66.057,63.771,64.084,34726461,0
2000-12-13,65.675,65.729,61.088,61.463,57769155,0
2000-12-14,61.277,62.32,58.351,58.459,46476803,0
2000-12-15,57.451,58.675,55.94,57.121,66011137,0
2000-12-18,58.272,58.994,55.946,57.235,48027795,0
2000-12-19,56.744,58.9,52.54,52.88,90000771,0
2000-12-20,51.249,52.207,48.961,49.839,91059398,0
2000-12-21,49.201,52.534,48.51,50.13,96034084,0
2000-12-22,51.541,54.33,51.422,54.106,64004716,0
2000-12-26,54.184,55.375,51.871,54.444,41465819,0
2000-12-27,53.375,55.612,52.705,55.048,37972454,0
2000-12-28,54.355,55.874,53.881,54.944,34661530,0
2000-12-29,55.046,55.646,51.864,52.202,55011992,0
2001-01-02,52.362,52.479,46.89,47.782,69913488,0
2001-01-03,46.672,58.352,46.646,55.838,132145365,0
2001-01-04,55.118,56.907,53.866,54.83,65373696,0
2001-01-05,54.823,54.823,50.075,50.639,76919894,0
2001-01-08,50.352,51.418,47.859,51.196,62150244,0
2001-01-09,51.641,52.874,50.641,51.196,59625609,0
2001-01-10,50.194,53.993,49.855,53.822,83042593,0
2001-01-11,52.999,56.953,52.926,55.386,73195515,0
2001-01-12,56.113,57.783,54.992,56.094,67986429,0
2001-01-16,55.943,56.262,54.154,55.424,36012136,0
2001-01-17,57.673,58.667,56.459,57.121,68653436,0
2001-01-18,57.34,59.692,56.062,59.523,61429395,0
2001-01-19,60.933,61.085,58.626,59.296,62950419,0
2001-01-22,58.907,59.916,57.906,59.354,40006651,0
2001-01-23,58.944,61.181,58.406,60.606,55752924,0
2001-01-24,60.865,61.811,59.69,60.021,60279883,0
2001-01-25,59.797,60.512,57.58,57.675,63913535,0
2001-01-26,56.84,58.967,56.337,58.618,51083174,0
2001-01-29,57.908,60.143,57.459,59.918,35238577,0
2001-01-30,60.05,60.576,59.022,59.692,47456979,0
2001-01-31,60.136,60.798,57.499,57.499,66340791,0
2001-02-01,57.723,58.67,56.875,58.262,50480925,0
2001-02-02,58.07,58.391,53.651,55.038,53087301,0
